Side,Instrument,Amount,Value,Price,Price (USD),IV,Type,Order ID,Und. Mark,Trade ID,Fees,Index,Date
sell,BTC-PERPETUAL,50,0.00167729,29810,29810,,market,16768712035,,172661933,0.00000084,29797.13,7/18/23 18:04
buy,BTC-PERPETUAL,50,0.001677261,29810.5,29810.5,,market,16768711993,,172661931,0.00000084,29795.64,7/18/23 18:04
sell,BTC-PERPETUAL,50,0.001677121,29813,29813,,market,16768707137,,172661829,0.00000084,29805.79,7/18/23 18:04
buy,BTC-PERPETUAL,50,0.001677093,29813.5,29813.5,,market,16768707103,,172661828,0.00000084,29805.79,7/18/23 18:04
sell,BTC-PERPETUAL,50,0.001676811,29818.5,29818.5,,market,16768702092,,172661653,0.00000084,29807.8,7/18/23 18:03
buy,BTC-PERPETUAL,50,0.001676783,29819,29819,,market,16768702072,,172661651,0.00000084,29807.8,7/18/23 18:03
sell,BTC-PERPETUAL,50,0.001677149,29812.5,29812.5,,market,16768696960,,172661523,0.00000084,29810.96,7/18/23 18:03
buy,BTC-PERPETUAL,50,0.001677121,29813,29813,,market,16768696932,,172661522,0.00000084,29810.96,7/18/23 18:03
sell,BTC-PERPETUAL,50,0.001677149,29812.5,29812.5,,market,16768692132,,172661500,0.00000084,29798.98,7/18/23 18:02
buy,BTC-PERPETUAL,50,0.001677121,29813,29813,,market,16768692113,,172661499,0.00000084,29798.98,7/18/23 18:02
sell,BTC-PERPETUAL,50,0.001676896,29817,29817,,market,16768687214,,172661466,0.00000084,29803.51,7/18/23 18:02
buy,BTC-PERPETUAL,50,0.001676868,29817.5,29817.5,,market,16768687178,,172661465,0.00000084,29803.51,7/18/23 18:02
sell,BTC-PERPETUAL,50,0.001676727,29820,29820,,market,16768681990,,172661411,0.00000084,29815.04,7/18/23 18:01
buy,BTC-PERPETUAL,50,0.001676699,29820.5,29820.5,,market,16768681953,,172661410,0.00000084,29815.04,7/18/23 18:01
sell,BTC-PERPETUAL,50,0.001676586,29822.5,29822.5,,market,16768676460,,172661369,0.00000084,29808.25,7/18/23 18:01
buy,BTC-PERPETUAL,50,0.001676558,29823,29823,,market,16768676440,,172661368,0.00000084,29808.25,7/18/23 18:01
sell,BTC-PERPETUAL,50,0.0016758,29836.5,29836.5,,market,16768670989,,172661316,0.00000084,29824.7,7/18/23 18:00
buy,BTC-PERPETUAL,50,0.001675772,29837,29837,,market,16768670964,,172661315,0.00000084,29824.7,7/18/23 18:00
sell,BTC-PERPETUAL,50,0.001675856,29835.5,29835.5,,market,16768665618,,172661225,0.00000084,29825.78,7/18/23 18:00
buy,BTC-PERPETUAL,50,0.001675828,29836,29836,,market,16768665563,,172661224,0.00000084,29825.78,7/18/23 18:00
sell,BTC-PERPETUAL,50,0.001675631,29839.5,29839.5,,market,16768659844,,172661163,0.00000084,29832.59,7/18/23 17:59
buy,BTC-PERPETUAL,50,0.001675603,29840,29840,,market,16768659756,,172661160,0.00000084,29832.59,7/18/23 17:59
sell,BTC-PERPETUAL,40,0.001341404,29819.5,29819.5,,market,16768653032,,172660964,0.00000067,29807.31,7/18/23 17:59
sell,BTC-PERPETUAL,10,0.000335351,29819.5,29819.5,,market,16768653032,,172660963,0.00000017,29807.31,7/18/23 17:59
buy,BTC-PERPETUAL,50,0.001676727,29820,29820,,market,16768652980,,172660962,0.00000084,29806.87,7/18/23 17:59
sell,BTC-PERPETUAL,50,0.001677486,29806.5,29806.5,,market,16768647548,,172660894,0.00000084,29800.97,7/18/23 17:58
buy,BTC-PERPETUAL,50,0.001677458,29807,29807,,market,16768647505,,172660893,0.00000084,29800.54,7/18/23 17:58
sell,BTC-PERPETUAL,50,0.001677486,29806.5,29806.5,,market,16768642481,,172660810,0.00000084,29799.49,7/18/23 17:58
buy,BTC-PERPETUAL,50,0.001677458,29807,29807,,market,16768642445,,172660809,0.00000084,29799.49,7/18/23 17:58
sell,BTC-PERPETUAL,50,0.001677909,29799,29799,,market,16768637550,,172660773,0.00000084,29791.52,7/18/23 17:57
buy,BTC-PERPETUAL,50,0.001677881,29799.5,29799.5,,market,16768637534,,172660772,0.00000084,29791.52,7/18/23 17:57
sell,BTC-PERPETUAL,50,0.001677909,29799,29799,,market,16768632590,,172660747,0.00000084,29792.84,7/18/23 17:57
buy,BTC-PERPETUAL,50,0.001677881,29799.5,29799.5,,market,16768632565,,172660746,0.00000084,29792.84,7/18/23 17:57
sell,BTC-PERPETUAL,50,0.001678078,29796,29796,,market,16768627494,,172660576,0.00000084,29790.56,7/18/23 17:56
buy,BTC-PERPETUAL,50,0.001677909,29799,29799,,market,16768627479,,172660575,0.00000084,29790.56,7/18/23 17:56
sell,BTC-PERPETUAL,50,0.001653877,30232,30232,,market,16768621309,,172659721,0.00000083,29778.53,7/18/23 17:56
buy,BTC-PERPETUAL,50,0.001653849,30232.5,30232.5,,market,16768621275,,172659713,0.00000083,29778.53,7/18/23 17:56
sell,BTC-PERPETUAL,50,0.001677881,29799.5,29799.5,,market,16768615702,,172659386,0.00000084,29781.49,7/18/23 17:55
buy,BTC-PERPETUAL,50,0.001677852,29800,29800,,market,16768615670,,172659385,0.00000084,29781.49,7/18/23 17:55
sell,BTC-PERPETUAL,50,0.001677881,29799.5,29799.5,,market,16768610929,,172659357,0.00000084,29789.21,7/18/23 17:55
buy,BTC-PERPETUAL,50,0.001677852,29800,29800,,market,16768610897,,172659356,0.00000084,29789.21,7/18/23 17:55
sell,BTC-PERPETUAL,50,0.001677881,29799.5,29799.5,,market,16768606174,,172659330,0.00000084,29790.57,7/18/23 17:54
buy,BTC-PERPETUAL,50,0.001677852,29800,29800,,market,16768606147,,172659327,0.00000084,29790.57,7/18/23 17:54
sell,BTC-PERPETUAL,50,0.001678416,29790,29790,,market,16768601117,,172659283,0.00000084,29787.36,7/18/23 17:54
buy,BTC-PERPETUAL,50,0.001678387,29790.5,29790.5,,market,16768601083,,172659282,0.00000084,29787.36,7/18/23 17:54
sell,BTC-PERPETUAL,50,0.001678754,29784,29784,,market,16768596247,,172659245,0.00000084,29778.32,7/18/23 17:53
buy,BTC-PERPETUAL,50,0.001678726,29784.5,29784.5,,market,16768596218,,172659244,0.00000084,29778.32,7/18/23 17:53
sell,BTC-PERPETUAL,50,0.001678866,29782,29782,,market,16768591605,,172659225,0.00000084,29769.72,7/18/23 17:53
buy,BTC-PERPETUAL,50,0.001678838,29782.5,29782.5,,market,16768591583,,172659224,0.00000084,29770.24,7/18/23 17:53
sell,BTC-PERPETUAL,50,0.001678416,29790,29790,,market,16768586610,,172659174,0.00000084,29774.09,7/18/23 17:52
buy,BTC-PERPETUAL,50,0.001678387,29790.5,29790.5,,market,16768586583,,172659173,0.00000084,29775.5,7/18/23 17:52
sell,BTC-PERPETUAL,50,0.001678528,29788,29788,,market,16768581699,,172659120,0.00000084,29778.23,7/18/23 17:52
buy,BTC-PERPETUAL,50,0.0016785,29788.5,29788.5,,market,16768581678,,172659119,0.00000084,29778.23,7/18/23 17:52
sell,BTC-PERPETUAL,50,0.001678528,29788,29788,,market,16768577018,,172659108,0.00000084,29773.55,7/18/23 17:51
buy,BTC-PERPETUAL,50,0.0016785,29788.5,29788.5,,market,16768576996,,172659107,0.00000084,29773.55,7/18/23 17:51
sell,BTC-PERPETUAL,50,0.001678528,29788,29788,,market,16768572265,,172659087,0.00000084,29775.98,7/18/23 17:51
buy,BTC-PERPETUAL,50,0.0016785,29788.5,29788.5,,market,16768572219,,172659086,0.00000084,29775.98,7/18/23 17:51
sell,BTC-PERPETUAL,50,0.001678528,29788,29788,,market,16768567539,,172659063,0.00000084,29771.47,7/18/23 17:50
buy,BTC-PERPETUAL,50,0.0016785,29788.5,29788.5,,market,16768567509,,172659062,0.00000084,29771.47,7/18/23 17:50
sell,BTC-PERPETUAL,50,0.001677543,29805.5,29805.5,,market,16768562316,,172658996,0.00000084,29789.96,7/18/23 17:50
buy,BTC-PERPETUAL,50,0.001677515,29806,29806,,market,16768562268,,172658995,0.00000084,29789.96,7/18/23 17:50
sell,BTC-PERPETUAL,50,0.001678247,29793,29793,,market,16768557297,,172658959,0.00000084,29781.64,7/18/23 17:49
buy,BTC-PERPETUAL,50,0.001678218,29793.5,29793.5,,market,16768557243,,172658958,0.00000084,29781.64,7/18/23 17:49
sell,BTC-PERPETUAL,50,0.001677965,29798,29798,,market,16768552596,,172658934,0.00000084,29779.92,7/18/23 17:49
buy,BTC-PERPETUAL,50,0.001677937,29798.5,29798.5,,market,16768552578,,172658933,0.00000084,29779.92,7/18/23 17:49
sell,BTC-PERPETUAL,50,0.00167912,29777.5,29777.5,,market,16768547206,,172658844,0.00000084,29771.23,7/18/23 17:48
buy,BTC-PERPETUAL,50,0.001679092,29778,29778,,market,16768547177,,172658843,0.00000084,29771.23,7/18/23 17:48
sell,BTC-PERPETUAL,50,0.001678444,29789.5,29789.5,,market,16768541790,,172658770,0.00000084,29769.02,7/18/23 17:48
buy,BTC-PERPETUAL,50,0.001678416,29790,29790,,market,16768541757,,172658768,0.00000084,29769.02,7/18/23 17:48
sell,BTC-PERPETUAL,50,0.001678782,29783.5,29783.5,,market,16768535883,,172658349,0.00000084,29770.34,7/18/23 17:47
buy,BTC-PERPETUAL,50,0.001678754,29784,29784,,market,16768535852,,172658348,0.00000084,29770.34,7/18/23 17:47
sell,BTC-PERPETUAL,50,0.001678979,29780,29780,,market,16768530483,,172658294,0.00000084,29765.55,7/18/23 17:47
buy,BTC-PERPETUAL,50,0.001678951,29780.5,29780.5,,market,16768530434,,172658293,0.00000084,29766.23,7/18/23 17:47
sell,BTC-PERPETUAL,50,0.001678895,29781.5,29781.5,,market,16768525646,,172658274,0.00000084,29769.83,7/18/23 17:46
buy,BTC-PERPETUAL,50,0.001678866,29782,29782,,market,16768525622,,172658273,0.00000084,29769.84,7/18/23 17:46
sell,BTC-PERPETUAL,50,0.001677796,29801,29801,,market,16768519863,,172658199,0.00000084,29786.7,7/18/23 17:46
buy,BTC-PERPETUAL,50,0.001677768,29801.5,29801.5,,market,16768519843,,172658198,0.00000084,29786.7,7/18/23 17:46
sell,BTC-PERPETUAL,50,0.001677852,29800,29800,,market,16768514955,,172658162,0.00000084,29788.45,7/18/23 17:45
buy,BTC-PERPETUAL,50,0.001677824,29800.5,29800.5,,market,16768514940,,172658161,0.00000084,29788.45,7/18/23 17:45
sell,BTC-PERPETUAL,50,0.001677543,29805.5,29805.5,,market,16768509586,,172658097,0.00000084,29792.72,7/18/23 17:45
buy,BTC-PERPETUAL,50,0.001677515,29806,29806,,market,16768509557,,172658096,0.00000084,29792.72,7/18/23 17:45
sell,BTC-PERPETUAL,50,0.001678726,29784.5,29784.5,,market,16768503575,,172658030,0.00000084,29779.75,7/18/23 17:44
buy,BTC-PERPETUAL,50,0.001678697,29785,29785,,market,16768503554,,172658029,0.00000084,29779.75,7/18/23 17:44
sell,BTC-PERPETUAL,50,0.001679092,29778,29778,,market,16768498175,,172657989,0.00000084,29769.47,7/18/23 17:43
buy,BTC-PERPETUAL,50,0.001679064,29778.5,29778.5,,market,16768498149,,172657988,0.00000084,29769.47,7/18/23 17:43
sell,BTC-PERPETUAL,50,0.001679092,29778,29778,,market,16768493267,,172657963,0.00000084,29766.79,7/18/23 17:43
buy,BTC-PERPETUAL,50,0.001679064,29778.5,29778.5,,market,16768493245,,172657962,0.00000084,29766.79,7/18/23 17:43
sell,BTC-PERPETUAL,50,0.001679712,29767,29767,,market,16768487869,,172657893,0.00000084,29758.96,7/18/23 17:42
buy,BTC-PERPETUAL,50,0.001679684,29767.5,29767.5,,market,16768487843,,172657892,0.00000084,29758.96,7/18/23 17:42
sell,BTC-PERPETUAL,50,0.001680079,29760.5,29760.5,,market,16768483162,,172657864,0.00000084,29752.95,7/18/23 17:42
buy,BTC-PERPETUAL,50,0.001680051,29761,29761,,market,16768483118,,172657863,0.00000084,29752.95,7/18/23 17:42
sell,BTC-PERPETUAL,50,0.00168039,29755,29755,,market,16768478370,,172657829,0.00000084,29747.32,7/18/23 17:41
buy,BTC-PERPETUAL,50,0.001680362,29755.5,29755.5,,market,16768478307,,172657827,0.00000084,29747.32,7/18/23 17:41
sell,BTC-PERPETUAL,50,0.00168039,29755,29755,,market,16768473752,,172657797,0.00000084,29746.29,7/18/23 17:41
buy,BTC-PERPETUAL,50,0.001680362,29755.5,29755.5,,market,16768473706,,172657796,0.00000084,29746.29,7/18/23 17:41
sell,BTC-PERPETUAL,50,0.00168039,29755,29755,,market,16768469171,,172657738,0.00000084,29744.13,7/18/23 17:40
buy,BTC-PERPETUAL,50,0.001680362,29755.5,29755.5,,market,16768469122,,172657735,0.00000084,29744.32,7/18/23 17:40
sell,BTC-PERPETUAL,50,0.00168039,29755,29755,,market,16768464608,,172657677,0.00000084,29743.47,7/18/23 17:40
buy,BTC-PERPETUAL,50,0.001680362,29755.5,29755.5,,market,16768464583,,172657675,0.00000084,29743.08,7/18/23 17:40
sell,BTC-PERPETUAL,50,0.001679854,29764.5,29764.5,,market,16768459576,,172657621,0.00000084,29754.46,7/18/23 17:39
buy,BTC-PERPETUAL,50,0.001679825,29765,29765,,market,16768459565,,172657620,0.00000084,29754.46,7/18/23 17:39
sell,BTC-PERPETUAL,50,0.001679995,29762,29762,,market,16768454733,,172657573,0.00000084,29748.94,7/18/23 17:39
buy,BTC-PERPETUAL,50,0.001679966,29762.5,29762.5,,market,16768454708,,172657572,0.00000084,29748.94,7/18/23 17:39
sell,BTC-PERPETUAL,50,0.001679797,29765.5,29765.5,,market,16768449774,,172657435,0.00000084,29753.1,7/18/23 17:38
buy,BTC-PERPETUAL,50,0.001679769,29766,29766,,market,16768449755,,172657434,0.00000084,29753.1,7/18/23 17:38
sell,BTC-PERPETUAL,50,0.001679995,29762,29762,,market,16768443591,,172656930,0.00000084,29754.24,7/18/23 17:38
buy,BTC-PERPETUAL,50,0.001679966,29762.5,29762.5,,market,16768443561,,172656929,0.00000084,29754.24,7/18/23 17:38
sell,BTC-PERPETUAL,50,0.001679825,29765,29765,,market,16768438149,,172656851,0.00000084,29749.28,7/18/23 17:37
buy,BTC-PERPETUAL,50,0.001679797,29765.5,29765.5,,market,16768438120,,172656850,0.00000084,29749.28,7/18/23 17:37
sell,BTC-PERPETUAL,50,0.001680729,29749,29749,,market,16768432656,,172656762,0.00000084,29736.31,7/18/23 17:37
buy,BTC-PERPETUAL,50,0.001680701,29749.5,29749.5,,market,16768432619,,172656761,0.00000084,29736.31,7/18/23 17:37
sell,BTC-PERPETUAL,50,0.001681577,29734,29734,,market,16768427272,,172656651,0.00000084,29721.08,7/18/23 17:36
buy,BTC-PERPETUAL,50,0.001681548,29734.5,29734.5,,market,16768427255,,172656650,0.00000084,29721.08,7/18/23 17:36
sell,BTC-PERPETUAL,50,0.001681944,29727.5,29727.5,,market,16768422350,,172656579,0.00000084,29724.05,7/18/23 17:36
buy,BTC-PERPETUAL,50,0.001681916,29728,29728,,market,16768422328,,172656578,0.00000084,29724.05,7/18/23 17:36
sell,BTC-PERPETUAL,50,0.001678923,29781,29781,,market,16768416609,,172656356,0,29713.14,7/18/23 17:35
buy,BTC-PERPETUAL,50,0.001678895,29781.5,29781.5,,market,16768416575,,172656345,0.00000084,29713.14,7/18/23 17:35
sell,BTC-PERPETUAL,50,0.001681548,29734.5,29734.5,,market,16768411375,,172656056,0,29716.87,7/18/23 17:35
buy,BTC-PERPETUAL,50,0.00168152,29735,29735,,market,16768411359,,172656055,0.00000084,29716.87,7/18/23 17:35
sell,BTC-PERPETUAL,50,0.001681548,29734.5,29734.5,,market,16768406017,,172655836,0,29716.34,7/18/23 17:34
buy,BTC-PERPETUAL,50,0.001681464,29736,29736,,market,16768405987,,172655835,0.00000084,29716.34,7/18/23 17:34
sell,BTC-PERPETUAL,50,0.001682086,29725,29725,,market,16768400610,,172655267,0.00000084,29713.51,7/18/23 17:34
buy,BTC-PERPETUAL,50,0.001681775,29730.5,29730.5,,market,16768400563,,172655259,0.00000084,29716.83,7/18/23 17:34
sell,BTC-PERPETUAL,50,0.001681973,29727,29727,,market,16768393962,,172654440,0.00000084,29718.35,7/18/23 17:33
buy,BTC-PERPETUAL,50,0.001681944,29727.5,29727.5,,market,16768393924,,172654439,0.00000084,29718.47,7/18/23 17:33
sell,BTC-PERPETUAL,50,0.001681803,29730,29730,,market,16768387989,,172654022,0.00000084,29719.34,7/18/23 17:33
buy,BTC-PERPETUAL,50,0.001681775,29730.5,29730.5,,market,16768387936,,172654018,0.00000084,29719.34,7/18/23 17:33
sell,BTC-PERPETUAL,50,0.001680672,29750,29750,,market,16768381573,,172653198,0.00000084,29735.64,7/18/23 17:32
buy,BTC-PERPETUAL,50,0.001680644,29750.5,29750.5,,market,16768381505,,172653197,0.00000084,29735.64,7/18/23 17:32
sell,BTC-PERPETUAL,50,0.001682057,29725.5,29725.5,,market,16768376246,,172653023,0.00000084,29744.03,7/18/23 17:32
buy,BTC-PERPETUAL,50,0.001681803,29730,29730,,market,16768376173,,172653021,0,29744.03,7/18/23 17:32
sell,BTC-PERPETUAL,50,0.001680616,29751,29751,,market,16768370065,,172652598,0.00000084,29739,7/18/23 17:31
buy,BTC-PERPETUAL,50,0.001680588,29751.5,29751.5,,market,16768370017,,172652595,0.00000084,29739,7/18/23 17:31
sell,BTC-PERPETUAL,50,0.001680729,29749,29749,,market,16768363745,,172651966,0.00000084,29741.1,7/18/23 17:31
buy,BTC-PERPETUAL,50,0.001680701,29749.5,29749.5,,market,16768363718,,172651965,0.00000084,29741.1,7/18/23 17:31
sell,BTC-PERPETUAL,50,0.001681492,29735.5,29735.5,,market,16768358258,,172651875,0.00000084,29727.19,7/18/23 17:30
buy,BTC-PERPETUAL,50,0.001681464,29736,29736,,market,16768358245,,172651874,0.00000084,29727.19,7/18/23 17:30
sell,BTC-PERPETUAL,50,0.001681746,29731,29731,,market,16768352920,,172651760,0.00000084,29717.12,7/18/23 17:30
buy,BTC-PERPETUAL,50,0.001681718,29731.5,29731.5,,market,16768352908,,172651759,0.00000084,29717.12,7/18/23 17:30
sell,BTC-PERPETUAL,50,0.001681577,29734,29734,,market,16768348194,,172651669,0.00000084,29720.83,7/18/23 17:29
buy,BTC-PERPETUAL,50,0.001681548,29734.5,29734.5,,market,16768348176,,172651667,0.00000084,29720.83,7/18/23 17:29
sell,BTC-PERPETUAL,50,0.001681577,29734,29734,,market,16768343543,,172651555,0.00000084,29724.36,7/18/23 17:29
buy,BTC-PERPETUAL,50,0.001681548,29734.5,29734.5,,market,16768343511,,172651554,0.00000084,29724.36,7/18/23 17:29
sell,BTC-PERPETUAL,50,0.001681718,29731.5,29731.5,,market,16768338734,,172651419,0.00000084,29715.4,7/18/23 17:28
buy,BTC-PERPETUAL,50,0.00168169,29732,29732,,market,16768338707,,172651418,0.00000084,29715.4,7/18/23 17:28
sell,BTC-PERPETUAL,50,0.001682029,29726,29726,,market,16768333906,,172651316,0.00000084,29716.43,7/18/23 17:28
buy,BTC-PERPETUAL,50,0.001682001,29726.5,29726.5,,market,16768333877,,172651315,0.00000084,29716.15,7/18/23 17:28
sell,BTC-PERPETUAL,50,0.001681492,29735.5,29735.5,,market,16768329089,,172651233,0.00000084,29727.14,7/18/23 17:27
buy,BTC-PERPETUAL,50,0.001681464,29736,29736,,market,16768329066,,172651232,0.00000084,29727.64,7/18/23 17:27
sell,BTC-PERPETUAL,50,0.001681548,29734.5,29734.5,,market,16768324565,,172651129,0.00000084,29724.04,7/18/23 17:27
buy,BTC-PERPETUAL,50,0.00168152,29735,29735,,market,16768324544,,172651128,0.00000084,29724.04,7/18/23 17:27
sell,BTC-PERPETUAL,50,0.001682114,29724.5,29724.5,,market,16768319785,,172651008,0.00000084,29723.09,7/18/23 17:26
buy,BTC-PERPETUAL,50,0.001682086,29725,29725,,market,16768319758,,172651006,0.00000084,29723.09,7/18/23 17:26
sell,BTC-PERPETUAL,50,0.001682369,29720,29720,,market,16768314759,,172650893,0.00000084,29711.05,7/18/23 17:26
buy,BTC-PERPETUAL,50,0.00168234,29720.5,29720.5,,market,16768314743,,172650892,0.00000084,29711.05,7/18/23 17:26
sell,BTC-PERPETUAL,50,0.001682284,29721.5,29721.5,,market,16768309803,,172650794,0.00000084,29715.59,7/18/23 17:25
buy,BTC-PERPETUAL,50,0.001682256,29722,29722,,market,16768309777,,172650793,0.00000084,29715.59,7/18/23 17:25
sell,BTC-PERPETUAL,50,0.001682171,29723.5,29723.5,,market,16768304587,,172650686,0.00000084,29717.28,7/18/23 17:25
buy,BTC-PERPETUAL,50,0.001682142,29724,29724,,market,16768304553,,172650685,0.00000084,29717.28,7/18/23 17:25
sell,BTC-PERPETUAL,50,0.001682057,29725.5,29725.5,,market,16768299351,,172650576,0.00000084,29713.76,7/18/23 17:24
buy,BTC-PERPETUAL,50,0.001682029,29726,29726,,market,16768299315,,172650575,0.00000084,29713.76,7/18/23 17:24
sell,BTC-PERPETUAL,50,0.001681435,29736.5,29736.5,,market,16768294293,,172650491,0.00000084,29732,7/18/23 17:24
buy,BTC-PERPETUAL,50,0.001681407,29737,29737,,market,16768294251,,172650490,0.00000084,29732,7/18/23 17:24
sell,BTC-PERPETUAL,50,0.001681237,29740,29740,,market,16768288520,,172650363,0.00000084,29734.06,7/18/23 17:23
buy,BTC-PERPETUAL,50,0.001681209,29740.5,29740.5,,market,16768288483,,172650359,0.00000084,29734.06,7/18/23 17:23
sell,BTC-PERPETUAL,50,0.001680701,29749.5,29749.5,,market,16768283054,,172650282,0.00000084,29747.47,7/18/23 17:23
buy,BTC-PERPETUAL,50,0.001680672,29750,29750,,market,16768282999,,172650281,0.00000084,29747.47,7/18/23 17:23
sell,BTC-PERPETUAL,50,0.00168152,29735,29735,,market,16768277411,,172650179,0.00000084,29739.15,7/18/23 17:22
buy,BTC-PERPETUAL,50,0.001681492,29735.5,29735.5,,market,16768277370,,172650178,0.00000084,29739.15,7/18/23 17:22
sell,BTC-PERPETUAL,50,0.001682454,29718.5,29718.5,,market,16768271720,,172650054,0.00000084,29710.82,7/18/23 17:22
buy,BTC-PERPETUAL,50,0.001682425,29719,29719,,market,16768271686,,172650053,0.00000084,29710.52,7/18/23 17:22
sell,BTC-PERPETUAL,50,0.001682256,29722,29722,,market,16768266496,,172649965,0.00000084,29716.14,7/18/23 17:21
buy,BTC-PERPETUAL,50,0.001682227,29722.5,29722.5,,market,16768266472,,172649964,0.00000084,29717.4,7/18/23 17:21
sell,BTC-PERPETUAL,50,0.001682963,29709.5,29709.5,,market,16768260818,,172649828,0.00000084,29707.35,7/18/23 17:21
buy,BTC-PERPETUAL,50,0.001682935,29710,29710,,market,16768260800,,172649827,0.00000084,29707.35,7/18/23 17:21
sell,BTC-PERPETUAL,50,0.001683502,29700,29700,,market,16768255003,,172649653,0.00000084,29687.89,7/18/23 17:20
buy,BTC-PERPETUAL,50,0.001683473,29700.5,29700.5,,market,16768254976,,172649652,0.00000084,29687.89,7/18/23 17:20
sell,BTC-PERPETUAL,50,0.001682878,29711,29711,,market,16768249786,,172649551,0.00000084,29706.89,7/18/23 17:20
buy,BTC-PERPETUAL,50,0.00168285,29711.5,29711.5,,market,16768249764,,172649550,0.00000084,29706.89,7/18/23 17:20
sell,BTC-PERPETUAL,50,0.001682171,29723.5,29723.5,,market,16768244391,,172649431,0.00000084,29714.76,7/18/23 17:19
buy,BTC-PERPETUAL,50,0.001682142,29724,29724,,market,16768244355,,172649430,0.00000084,29714.76,7/18/23 17:19
sell,BTC-PERPETUAL,50,0.001681803,29730,29730,,market,16768239695,,172649345,0.00000084,29722.84,7/18/23 17:19
buy,BTC-PERPETUAL,50,0.001681775,29730.5,29730.5,,market,16768239685,,172649344,0.00000084,29722.84,7/18/23 17:19
sell,BTC-PERPETUAL,50,0.001682227,29722.5,29722.5,,market,16768235036,,172649266,0.00000084,29723.78,7/18/23 17:18
buy,BTC-PERPETUAL,50,0.001682142,29724,29724,,market,16768235006,,172649264,0.00000084,29723.78,7/18/23 17:18
sell,BTC-PERPETUAL,50,0.001682312,29721,29721,,market,16768230307,,172649196,0.00000084,29720.46,7/18/23 17:18
buy,BTC-PERPETUAL,50,0.001682284,29721.5,29721.5,,market,16768230290,,172649195,0.00000084,29720.46,7/18/23 17:18
sell,BTC-PERPETUAL,50,0.001682171,29723.5,29723.5,,market,16768225149,,172649111,0.00000084,29713.87,7/18/23 17:17
buy,BTC-PERPETUAL,50,0.001682142,29724,29724,,market,16768225127,,172649110,0.00000084,29713.87,7/18/23 17:17
sell,BTC-PERPETUAL,50,0.001681577,29734,29734,,market,16768219836,,172648971,0.00000084,29733.81,7/18/23 17:17
buy,BTC-PERPETUAL,50,0.001681548,29734.5,29734.5,,market,16768219806,,172648969,0.00000084,29733.81,7/18/23 17:17
sell,BTC-PERPETUAL,50,0.001682793,29712.5,29712.5,,market,16768214031,,172648858,0.00000084,29712.95,7/18/23 17:16
buy,BTC-PERPETUAL,10,0.000336508,29717,29717,,market,16768213936,,172648855,0.00000017,29712.95,7/18/23 17:16
buy,BTC-PERPETUAL,10,0.000336519,29716,29716,,market,16768213936,,172648854,0.00000017,29712.95,7/18/23 17:16
buy,BTC-PERPETUAL,10,0.000336536,29714.5,29714.5,,market,16768213936,,172648853,0.00000017,29712.95,7/18/23 17:16
buy,BTC-PERPETUAL,10,0.000336553,29713,29713,,market,16768213936,,172648852,0.00000017,29712.95,7/18/23 17:16
buy,BTC-PERPETUAL,10,0.000336553,29713,29713,,market,16768213936,,172648851,0.00000017,29712.95,7/18/23 17:16
sell,BTC-PERPETUAL,30,0.001008793,29738.5,29738.5,,market,16768207939,,172648727,0.0000005,29726.45,7/18/23 17:16
sell,BTC-PERPETUAL,20,0.000672495,29740,29740,,market,16768207939,,172648726,0.00000034,29726.45,7/18/23 17:16
buy,BTC-PERPETUAL,50,0.001681209,29740.5,29740.5,,market,16768207878,,172648723,0.00000084,29728.71,7/18/23 17:16
sell,BTC-PERPETUAL,50,0.001679741,29766.5,29766.5,,market,16768202320,,172648627,0.00000084,29761.31,7/18/23 17:15
buy,BTC-PERPETUAL,50,0.001679712,29767,29767,,market,16768202266,,172648625,0.00000084,29760.23,7/18/23 17:15
sell,BTC-PERPETUAL,50,0.001680305,29756.5,29756.5,,market,16768196997,,172648538,0.00000084,29750.62,7/18/23 17:15
buy,BTC-PERPETUAL,50,0.001680277,29757,29757,,market,16768196949,,172648537,0.00000084,29750.62,7/18/23 17:15
sell,BTC-PERPETUAL,50,0.001680814,29747.5,29747.5,,market,16768192138,,172648455,0.00000084,29739.99,7/18/23 17:14
buy,BTC-PERPETUAL,50,0.001680785,29748,29748,,market,16768192082,,172648454,0.00000084,29739.99,7/18/23 17:14
sell,BTC-PERPETUAL,50,0.001680814,29747.5,29747.5,,market,16768187457,,172648356,0.00000084,29744.54,7/18/23 17:14
buy,BTC-PERPETUAL,50,0.001680785,29748,29748,,market,16768187433,,172648355,0.00000084,29744.54,7/18/23 17:14
sell,BTC-PERPETUAL,50,0.001680814,29747.5,29747.5,,market,16768182579,,172648225,0.00000084,29739.63,7/18/23 17:13
buy,BTC-PERPETUAL,50,0.001680785,29748,29748,,market,16768182561,,172648222,0.00000084,29739.63,7/18/23 17:13
sell,BTC-PERPETUAL,50,0.001681011,29744,29744,,market,16768177123,,172648024,0.00000084,29736.93,7/18/23 17:13
buy,BTC-PERPETUAL,50,0.001680842,29747,29747,,market,16768177096,,172648019,0.00000084,29736.93,7/18/23 17:13
sell,BTC-PERPETUAL,50,0.001679966,29762.5,29762.5,,market,16768171351,,172647890,0.00000084,29756.49,7/18/23 17:12
buy,BTC-PERPETUAL,50,0.001679938,29763,29763,,market,16768171313,,172647889,0.00000084,29756.49,7/18/23 17:12
sell,BTC-PERPETUAL,50,0.001680672,29750,29750,,market,16768164794,,172647712,0.00000084,29739.72,7/18/23 17:12
